Date,Time,Location,Ride Request,Available Vehicles,Completed Rides,Cancelled Rides,Average Wait Time,Surge Multiplier
2026-01-14,16:00,OMR,187,117,155,32,5.0,1.5
2026-01-14,16:00,Tambaram,155,157,128,27,5.8,1.0
2026-01-14,16:00,Porur,111,84,94,17,6.6,1.1
2026-01-14,16:00,Egmore,112,140,92,20,5.4,1.0
2026-01-14,18:00,Chennai Central,282,152,238,44,8.3,1.3
2026-01-14,18:00,T Nagar,285,145,238,47,8.5,1.6
2026-01-14,18:00,Anna Nagar,269,147,253,16,7.5,1.3
2026-01-14,18:00,Adyar,173,155,146,27,6.9,1.1
2026-01-14,18:00,Velachery,226,122,194,32,6.5,1.3
2026-01-14,18:00,Guindy,265,164,229,36,7.9,1.3
2026-01-14,18:00,OMR,251,139,231,20,8.7,1.5
2026-01-14,18:00,Tambaram,180,156,149,31,6.9,1.2
2026-01-14,18:00,Porur,179,81,149,30,7.6,1.5
2026-01-14,18:00,Egmore,190,72,178,12,9.4,1.8
2026-01-14,20:00,Chennai Central,201,161,186,15,5.8,1.3
2026-01-14,20:00,T Nagar,185,148,157,28,5.7,1.3
2026-01-14,20:00,Anna Nagar,201,81,190,11,6.7,1.8
2026-01-14,20:00,Adyar,163,159,144,19,5.7,1.2
2026-01-14,20:00,Velachery,217,135,197,20,5.6,1.5
2026-01-14,20:00,Guindy,200,90,181,19,6.7,2.0
2026-01-14,20:00,OMR,221,165,198,23,4.4,1.2
2026-01-14,20:00,Tambaram,223,74,178,45,9.2,2.0
2026-01-14,20:00,Porur,145,90,123,22,5.1,1.6
2026-01-14,20:00,Egmore,223,82,179,44,8.5,1.8
2026-01-15,06:00,Chennai Central,199,172,162,37,4.8,1.2
2026-01-15,06:00,T Nagar,193,174,169,24,6.5,1.2
2026-01-15,06:00,Anna Nagar,90,181,80,10,4.0,1.1
2026-01-15,06:00,Adyar,169,162,132,37,6.3,1.3
2026-01-15,06:00,Velachery,171,149,134,37,5.2,1.2
2026-01-15,06:00,Guindy,100,131,89,11,4.6,1.0
2026-01-15,06:00,OMR,101,152,90,11,4.8,1.1
2026-01-15,06:00,Tambaram,152,174,119,33,5.8,1.1
2026-01-15,06:00,Porur,114,70,89,25,4.6,1.6
2026-01-15,06:00,Egmore,183,178,158,25,5.1,1.1
2026-01-15,08:00,Chennai Central,242,80,203,39,8.6,2.0
2026-01-15,08:00,T Nagar,211,140,188,23,5.3,1.3
2026-01-15,08:00,Anna Nagar,212,135,194,18,6.2,1.3
2026-01-15,08:00,Adyar,208,157,190,18,6.7,1.3
2026-01-15,08:00,Velachery,279,163,243,36,9.3,1.6
2026-01-15,08:00,Guindy,302,75,249,53,9.9,2.0
2026-01-15,08:00,OMR,184,113,153,31,7.0,1.6
2026-01-15,08:00,Tambaram,133,90,108,25,5.6,1.1
2026-01-15,08:00,Porur,198,110,165,33,7.0,1.5
2026-01-15,08:00,Egmore,226,153,202,24,7.0,1.3
2026-01-15,10:00,Chennai Central,97,188,76,21,3.6,1.0
2026-01-15,10:00,T Nagar,112,133,91,21,3.6,1.1
2026-01-15,10:00,Anna Nagar,92,146,82,10,4.2,1.1
2026-01-15,10:00,Adyar,142,125,121,21,5.7,1.2
2026-01-15,10:00,Velachery,189,78,171,18,6.5,2.0
2026-01-15,10:00,Guindy,182,187,147,35,4.0,1.1
2026-01-15,10:00,OMR,108,190,85,23,6.4,1.0
2026-01-15,10:00,Tambaram,75,110,66,9,3.2,1.1
2026-01-15,10:00,Porur,142,183,119,23,4.9,1.0
2026-01-15,10:00,Egmore,154,163,139,15,3.1,1.0
2026-01-15,12:00,Chennai Central,75,161,71,4,3.4,1.0
2026-01-15,12:00,T Nagar,103,88,92,11,5.6,1.3
2026-01-15,12:00,Anna Nagar,85,151,72,13,4.0,1.0
2026-01-15,12:00,Adyar,67,89,57,10,5.5,1.0
2026-01-15,12:00,Velachery,127,145,102,25,4.7,1.0
2026-01-15,12:00,Guindy,111,134,97,14,4.1,1.0
2026-01-15,12:00,OMR,138,186,110,28,4.1,1.0
2026-01-15,12:00,Tambaram,65,139,57,8,5.7,1.1
2026-01-15,12:00,Porur,133,122,123,10,4.5,1.3
2026-01-15,12:00,Egmore,101,142,95,6,6.2,1.0
2026-01-15,14:00,Chennai Central,157,138,126,31,6.6,1.1
2026-01-15,14:00,T Nagar,107,171,99,8,6.1,1.0
2026-01-15,14:00,Anna Nagar,107,81,89,18,4.6,1.3
2026-01-15,14:00,Adyar,76,127,65,11,5.8,1.0
2026-01-15,14:00,Velachery,155,140,127,28,5.5,1.1
2026-01-15,14:00,Guindy,61,184,48,13,3.2,1.1
2026-01-15,14:00,OMR,148,138,121,27,5.0,1.1
2026-01-15,14:00,Tambaram,118,138,107,11,5.4,1.0
2026-01-15,14:00,Porur,114,127,108,6,6.5,1.1
2026-01-15,14:00,Egmore,68,138,58,10,4.0,1.1
2026-01-15,16:00,Chennai Central,207,158,192,15,5.5,1.2
2026-01-15,16:00,T Nagar,225,133,195,30,7.8,1.6
2026-01-15,16:00,Anna Nagar,180,147,150,30,6.0,1.2
2026-01-15,16:00,Adyar,166,172,141,25,6.2,1.0
2026-01-15,16:00,Velachery,148,188,136,12,6.4,1.0
2026-01-15,16:00,Guindy,134,145,119,15,5.3,1.0
2026-01-15,16:00,OMR,125,111,106,19,5.2,1.3
2026-01-15,16:00,Tambaram,117,73,105,12,6.7,1.3
2026-01-15,16:00,Porur,133,95,111,22,5.5,1.1
2026-01-15,16:00,Egmore,101,141,92,9,5.9,1.0
2026-01-15,18:00,Chennai Central,193,147,164,29,7.6,1.2
2026-01-15,18:00,T Nagar,212,123,200,12,7.2,1.6
2026-01-15,18:00,Anna Nagar,220,135,176,44,7.7,1.6
2026-01-15,18:00,Adyar,161,112,129,32,7.7,1.3
2026-01-15,18:00,Velachery,203,84,182,21,8.5,1.8
2026-01-15,18:00,Guindy,274,76,247,27,8.3,1.8
2026-01-15,18:00,OMR,168,70,153,15,6.3,1.8
2026-01-15,18:00,Tambaram,197,104,168,29,8.0,1.6
2026-01-15,18:00,Porur,223,167,193,30,4.6,1.3
2026-01-15,18:00,Egmore,165,129,149,16,5.7,1.1
2026-01-15,20:00,Chennai Central,272,123,219,53,9.6,1.5
2026-01-15,20:00,T Nagar,302,165,247,55,9.9,1.3
2026-01-15,20:00,Anna Nagar,199,72,181,18,7.9,2.0
2026-01-15,20:00,Adyar,233,147,202,31,7.3,1.3
2026-01-15,20:00,Velachery,217,121,193,24,5.5,1.5
2026-01-15,20:00,Guindy,172,78,150,22,7.2,2.0
2026-01-15,20:00,OMR,262,165,205,57,6.7,1.6
2026-01-15,20:00,Tambaram,234,106,196,38,6.3,1.5
2026-01-15,20:00,Porur,140,92,112,28,7.0,1.6
2026-01-15,20:00,Egmore,168,99,156,12,4.8,1.6
2026-01-16,06:00,Chennai Central,98,159,79,19,4.6,1.0
2026-01-16,06:00,T Nagar,170,172,151,19,5.6,1.0
2026-01-16,06:00,Anna Nagar,152,118,126,26,3.9,1.3
2026-01-16,06:00,Adyar,134,152,106,28,5.2,1.1
2026-01-16,06:00,Velachery,166,159,153,13,4.3,1.1
2026-01-16,06:00,Guindy,210,71,167,43,7.6,2.0
2026-01-16,06:00,OMR,155,89,128,27,6.2,1.6
2026-01-16,06:00,Tambaram,140,152,119,21,4.2,1.0
2026-01-16,06:00,Porur,120,152,100,20,4.0,1.0
2026-01-16,06:00,Egmore,176,75,138,38,7.2,1.5
2026-01-16,08:00,Chennai Central,279,128,260,19,9.4,1.5
2026-01-16,08:00,T Nagar,252,164,202,50,8.2,1.3
2026-01-16,08:00,Anna Nagar,162,110,153,9,5.1,1.2
2026-01-16,08:00,Adyar,234,135,194,40,6.9,1.5
2026-01-16,08:00,Velachery,252,76,238,14,10.2,2.0
2026-01-16,08:00,Guindy,284,80,225,59,11.6,2.0
2026-01-16,08:00,OMR,235,132,214,21,7.9,1.3
2026-01-16,08:00,Tambaram,220,154,198,22,4.9,1.1
2026-01-16,08:00,Porur,232,86,185,47,7.7,1.5
2026-01-16,08:00,Egmore,205,146,180,25,6.3,1.1
2026-01-16,10:00,Chennai Central,195,90,155,40,7.7,1.5
2026-01-16,10:00,T Nagar,176,128,138,38,5.7,1.3
2026-01-16,10:00,Anna Nagar,107,72,92,15,5.3,1.1
2026-01-16,10:00,Adyar,134,184,122,12,6.1,1.1
2026-01-16,10:00,Velachery,170,183,148,22,3.8,1.0
2026-01-16,10:00,Guindy,199,91,185,14,8.9,1.8
2026-01-16,10:00,OMR,91,157,78,13,6.2,1.0
2026-01-16,10:00,Tambaram,129,98,111,18,7.2,1.2
2026-01-16,10:00,Porur,103,124,84,19,4.2,1.1
2026-01-16,10:00,Egmore,136,79,120,16,7.3,1.6
2026-01-16,12:00,Chennai Central,72,190,58,14,4.1,1.1
2026-01-16,12:00,T Nagar,167,154,144,23,5.0,1.2
2026-01-16,12:00,Anna Nagar,129,139,109,20,5.0,1.0
2026-01-16,12:00,Adyar,123,153,112,11,5.9,1.1
2026-01-16,12:00,Velachery,100,198,85,15,6.5,1.0
2026-01-16,12:00,Guindy,124,147,117,7,6.5,1.1
2026-01-16,12:00,OMR,144,137,113,31,3.2,1.1
2026-01-16,12:00,Tambaram,82,171,71,11,6.4,1.1
2026-01-16,12:00,Porur,130,82,116,14,7.2,1.3
2026-01-16,12:00,Egmore,121,135,102,19,3.1,1.0
2026-01-16,14:00,Chennai Central,94,125,87,7,4.9,1.0
2026-01-16,14:00,T Nagar,81,125,72,9,5.6,1.1
2026-01-16,14:00,Anna Nagar,114,195,96,18,5.9,1.0
2026-01-16,14:00,Adyar,132,177,109,23,4.5,1.1
2026-01-16,14:00,Velachery,156,88,136,20,5.8,1.6
2026-01-16,14:00,Guindy,120,99,103,17,5.3,1.1
2026-01-16,14:00,OMR,132,97,116,16,5.2,1.3
2026-01-16,14:00,Tambaram,83,197,78,5,5.6,1.1
2026-01-16,14:00,Porur,57,114,46,11,5.4,1.0
2026-01-16,14:00,Egmore,80,148,75,5,3.1,1.1
2026-01-16,16:00,Chennai Central,207,96,164,43,5.9,1.8
2026-01-16,16:00,T Nagar,101,188,85,16,5.8,1.0
2026-01-16,16:00,Anna Nagar,179,189,144,35,3.9,1.0
2026-01-16,16:00,Adyar,85,102,79,6,3.9,1.0
2026-01-16,16:00,Velachery,139,129,123,16,6.2,1.2
2026-01-16,16:00,Guindy,207,113,192,15,5.8,1.3
2026-01-16,16:00,OMR,165,128,138,27,6.1,1.2
2026-01-16,16:00,Tambaram,77,121,66,11,4.5,1.1
2026-01-16,16:00,Porur,109,76,90,19,4.5,1.2
2026-01-16,16:00,Egmore,140,175,120,20,3.9,1.0
2026-01-16,18:00,Chennai Central,184,70,161,23,6.3,2.0
2026-01-16,18:00,T Nagar,281,147,259,22,7.9,1.5
2026-01-16,18:00,Anna Nagar,216,130,175,41,6.4,1.6
2026-01-16,18:00,Adyar,206,124,194,12,6.9,1.6
2026-01-16,18:00,Velachery,210,94,185,25,9.1,1.5
2026-01-16,18:00,Guindy,248,86,215,33,8.0,1.8
2026-01-16,18:00,OMR,172,84,140,32,5.2,1.5
2026-01-16,18:00,Tambaram,227,93,197,30,6.7,1.8
2026-01-16,18:00,Porur,157,147,147,10,5.7,1.1
2026-01-16,18:00,Egmore,176,127,157,19,6.5,1.3
2026-01-16,20:00,Chennai Central,175,161,144,31,6.3,1.1
2026-01-16,20:00,T Nagar,210,166,186,24,7.6,1.2
2026-01-16,20:00,Anna Nagar,195,166,154,41,5.2,1.2
2026-01-16,20:00,Adyar,149,71,123,26,6.9,1.8
2026-01-16,20:00,Velachery,166,91,130,36,6.1,1.5
2026-01-16,20:00,Guindy,276,150,240,36,8.2,1.3
2026-01-16,20:00,OMR,281,157,223,58,7.9,1.5
2026-01-16,20:00,Tambaram,221,87,207,14,7.7,1.5
2026-01-16,20:00,Porur,167,80,146,21,8.6,1.5
2026-01-16,20:00,Egmore,188,142,173,15,4.7,1.3
2026-01-17,06:00,Chennai Central,158,154,139,19,4.5,1.1
2026-01-17,06:00,T Nagar,208,111,172,36,6.2,1.3
2026-01-17,06:00,Anna Nagar,138,88,114,24,4.6,1.5
2026-01-17,06:00,Adyar,95,104,76,19,3.5,1.0
2026-01-17,06:00,Velachery,169,115,146,23,7.4,1.3
2026-01-17,06:00,Guindy,152,156,133,19,4.0,1.1
2026-01-17,06:00,OMR,144,143,136,8,3.4,1.1
2026-01-17,06:00,Tambaram,108,160,85,23,5.8,1.0
2026-01-17,06:00,Porur,121,104,105,16,4.4,1.2
2026-01-17,06:00,Egmore,112,141,98,14,4.2,1.1
2026-01-17,08:00,Chennai Central,262,76,221,41,8.0,2.0
2026-01-17,08:00,T Nagar,312,152,282,30,7.2,2.0
2026-01-17,08:00,Anna Nagar,178,168,160,18,5.7,1.1
2026-01-17,08:00,Adyar,224,87,191,33,6.9,2.0
2026-01-17,08:00,Velachery,200,170,173,27,3.9,1.3
2026-01-17,08:00,Guindy,170,100,147,23,7.6,1.3
2026-01-17,08:00,OMR,180,151,140,40,6.0,1.3
2026-01-17,08:00,Tambaram,210,96,180,30,6.2,1.8
2026-01-17,08:00,Porur,152,96,140,12,4.5,1.5
2026-01-17,08:00,Egmore,261,110,219,42,7.9,1.5
2026-01-17,10:00,Chennai Central,162,116,147,15,7.1,1.1
2026-01-17,10:00,T Nagar,141,114,110,31,6.7,1.1
2026-01-17,10:00,Anna Nagar,130,111,103,27,5.2,1.3
2026-01-17,10:00,Adyar,164,138,135,29,4.4,1.3
2026-01-17,10:00,Velachery,201,106,177,24,7.4,1.6
2026-01-17,10:00,Guindy,188,130,170,18,4.5,1.1
2026-01-17,10:00,OMR,170,83,152,18,6.1,1.8
2026-01-17,10:00,Tambaram,98,153,88,10,3.1,1.0
2026-01-17,10:00,Porur,150,147,135,15,5.6,1.3
2026-01-17,10:00,Egmore,180,142,153,27,7.0,1.3
2026-01-17,12:00,Chennai Central,98,190,92,6,5.2,1.1
2026-01-17,12:00,T Nagar,136,97,110,26,4.6,1.2
2026-01-17,12:00,Anna Nagar,126,191,109,17,6.2,1.1
2026-01-17,12:00,Adyar,81,168,71,10,4.6,1.0
2026-01-17,12:00,Velachery,93,151,86,7,4.7,1.0
2026-01-17,12:00,Guindy,140,125,110,30,4.9,1.2
2026-01-17,12:00,OMR,122,139,115,7,5.2,1.0
2026-01-17,12:00,Tambaram,63,132,55,8,4.5,1.0
2026-01-17,12:00,Porur,131,125,121,10,3.7,1.1
2026-01-17,12:00,Egmore,73,145,57,16,5.3,1.0
2026-01-17,14:00,Chennai Central,133,152,123,10,4.0,1.1
2026-01-17,14:00,T Nagar,100,134,80,20,3.5,1.0
2026-01-17,14:00,Anna Nagar,102,104,95,7,5.7,1.0
2026-01-17,14:00,Adyar,48,125,40,8,4.5,1.0
2026-01-17,14:00,Velachery,158,178,131,27,6.4,1.1
2026-01-17,14:00,Guindy,142,97,121,21,6.6,1.2
2026-01-17,14:00,OMR,88,195,81,7,3.6,1.0
2026-01-17,14:00,Tambaram,96,144,77,19,3.6,1.0
2026-01-17,14:00,Porur,95,81,87,8,6.0,1.3
2026-01-17,14:00,Egmore,136,141,107,29,5.8,1.0
2026-01-17,16:00,Chennai Central,139,118,113,26,5.5,1.3
2026-01-17,16:00,T Nagar,170,97,135,35,7.0,1.6
2026-01-17,16:00,Anna Nagar,162,176,152,10,6.2,1.0
2026-01-17,16:00,Adyar,115,181,104,11,5.9,1.1
2026-01-17,16:00,Velachery,190,122,173,17,5.0,1.5
2026-01-17,16:00,Guindy,168,179,157,11,4.8,1.1
2026-01-17,16:00,OMR,182,70,169,13,7.2,2.0
2026-01-17,16:00,Tambaram,109,92,92,17,5.1,1.2
2026-01-17,16:00,Porur,83,129,66,17,4.8,1.1
2026-01-17,16:00,Egmore,166,103,157,9,5.7,1.6
2026-01-17,18:00,Chennai Central,207,118,195,12,7.1,1.5
2026-01-17,18:00,T Nagar,202,145,171,31,6.4,1.3
2026-01-17,18:00,Anna Nagar,259,133,204,55,8.8,1.5
2026-01-17,18:00,Adyar,152,170,142,10,5.2,1.0
2026-01-17,18:00,Velachery,273,77,223,50,8.2,1.5
2026-01-17,18:00,Guindy,274,134,247,27,7.7,1.8
2026-01-17,18:00,OMR,173,131,158,15,7.4,1.3
2026-01-17,18:00,Tambaram,173,76,161,12,8.2,1.8
2026-01-17,18:00,Porur,145,107,134,11,5.0,1.2
2026-01-17,18:00,Egmore,216,157,173,43,7.9,1.2
2026-01-17,20:00,Chennai Central,176,169,163,13,5.5,1.1
2026-01-17,20:00,T Nagar,245,76,210,35,8.9,2.0
2026-01-17,20:00,Anna Nagar,265,73,207,58,11.3,1.5
2026-01-17,20:00,Adyar,186,149,175,11,6.1,1.2
2026-01-17,20:00,Velachery,265,105,247,18,7.6,1.5
2026-01-17,20:00,Guindy,205,113,186,19,7.5,1.3
2026-01-17,20:00,OMR,223,72,176,47,8.1,1.8
2026-01-17,20:00,Tambaram,228,72,178,50,9.1,1.5
2026-01-17,20:00,Porur,148,137,122,26,4.1,1.1
2026-01-17,20:00,Egmore,212,93,177,35,7.4,1.5
2026-01-18,06:00,Chennai Central,157,88,126,31,7.1,1.5
2026-01-18,06:00,T Nagar,147,169,135,12,6.2,1.0
2026-01-18,06:00,Anna Nagar,176,170,157,19,5.4,1.1
2026-01-18,06:00,Adyar,77,161,63,14,6.0,1.0
2026-01-18,06:00,Velachery,155,109,135,20,4.8,1.2
2026-01-18,06:00,Guindy,188,170,174,14,4.3,1.3
2026-01-18,06:00,OMR,89,84,70,19,6.2,1.3
2026-01-18,06:00,Tambaram,76,165,68,8,6.4,1.0
2026-01-18,06:00,Porur,146,158,130,16,6.2,1.1
2026-01-18,06:00,Egmore,136,80,108,28,5.1,1.3
2026-01-18,08:00,Chennai Central,232,114,209,23,6.8,1.5
2026-01-18,08:00,T Nagar,197,147,166,31,6.9,1.1
2026-01-18,08:00,Anna Nagar,250,96,217,33,7.2,1.5
2026-01-18,08:00,Adyar,177,161,160,17,6.7,1.1
2026-01-18,08:00,Velachery,280,165,250,30,9.1,1.3
2026-01-18,08:00,Guindy,276,108,237,39,10.5,1.8
2026-01-18,08:00,OMR,271,73,252,19,10.3,1.5
2026-01-18,08:00,Tambaram,207,122,185,22,7.2,1.6
2026-01-18,08:00,Porur,244,124,196,48,9.2,1.6
2026-01-18,08:00,Egmore,179,79,154,25,8.8,2.0
2026-01-18,10:00,Chennai Central,139,188,111,28,6.2,1.1
2026-01-18,10:00,T Nagar,145,123,130,15,6.5,1.1
2026-01-18,10:00,Anna Nagar,111,135,91,20,4.3,1.0
2026-01-18,10:00,Adyar,100,80,84,16,5.5,1.1
2026-01-18,10:00,Velachery,140,82,112,28,5.1,1.5
2026-01-18,10:00,Guindy,190,95,151,39,6.4,1.5
2026-01-18,10:00,OMR,154,95,128,26,7.5,1.6
2026-01-18,10:00,Tambaram,79,88,66,13,4.1,1.0
2026-01-18,10:00,Porur,87,120,77,10,4.4,1.0
2026-01-18,10:00,Egmore,169,137,137,32,7.2,1.3
2026-01-18,12:00,Chennai Central,121,168,103,18,5.5,1.0
2026-01-18,12:00,T Nagar,96,108,85,11,3.5,1.1
2026-01-18,12:00,Anna Nagar,74,180,70,4,5.9,1.0
2026-01-18,12:00,Adyar,112,103,104,8,5.5,1.3
2026-01-18,12:00,Velachery,158,122,131,27,4.4,1.3
2026-01-18,12:00,Guindy,135,134,111,24,3.4,1.1
2026-01-18,12:00,OMR,139,92,118,21,6.9,1.3
2026-01-18,12:00,Tambaram,81,93,75,6,4.4,1.0
2026-01-18,12:00,Porur,84,141,78,6,4.3,1.0
2026-01-18,12:00,Egmore,107,149,91,16,4.0,1.0
2026-01-18,14:00,Chennai Central,114,112,96,18,4.4,1.1
2026-01-18,14:00,T Nagar,123,194,100,23,5.6,1.1
2026-01-18,14:00,Anna Nagar,84,91,71,13,6.1,1.0
2026-01-18,14:00,Adyar,70,89,59,11,4.0,1.0
2026-01-18,14:00,Velachery,69,109,57,12,3.8,1.1
2026-01-18,14:00,Guindy,74,195,68,6,5.9,1.1
2026-01-18,14:00,OMR,71,123,56,15,5.1,1.0
2026-01-18,14:00,Tambaram,63,170,54,9,3.7,1.0
2026-01-18,14:00,Porur,123,119,105,18,6.0,1.1
2026-01-18,14:00,Egmore,132,112,104,28,4.3,1.3
2026-01-18,16:00,Chennai Central,202,187,186,16,4.8,1.1
2026-01-18,16:00,T Nagar,198,111,168,30,7.7,1.6
2026-01-18,16:00,Anna Nagar,100,92,79,21,3.8,1.3
2026-01-18,16:00,Adyar,82,165,69,13,6.0,1.1
2026-01-18,16:00,Velachery,177,129,159,18,5.3,1.3
2026-01-18,16:00,Guindy,120,84,102,18,5.8,1.1
2026-01-18,16:00,OMR,111,176,93,18,3.2,1.0
2026-01-18,16:00,Tambaram,123,146,112,11,5.2,1.0
2026-01-18,16:00,Porur,137,81,127,10,5.4,1.3
2026-01-18,16:00,Egmore,191,111,160,31,6.4,1.5
2026-01-18,18:00,Chennai Central,256,148,241,15,7.2,1.5
2026-01-18,18:00,T Nagar,188,110,158,30,6.1,1.6
2026-01-18,18:00,Anna Nagar,260,119,219,41,6.6,1.8
2026-01-18,18:00,Adyar,183,105,146,37,5.4,1.5
2026-01-18,18:00,Velachery,175,146,158,17,6.2,1.1
2026-01-18,18:00,Guindy,189,156,161,28,7.0,1.3
2026-01-18,18:00,OMR,170,129,145,25,7.5,1.2
2026-01-18,18:00,Tambaram,160,96,151,9,7.4,1.6
2026-01-18,18:00,Porur,219,104,182,37,7.0,1.8
2026-01-18,18:00,Egmore,281,79,256,25,8.9,1.8
2026-01-18,20:00,Chennai Central,224,119,204,20,7.7,1.5
2026-01-18,20:00,T Nagar,273,81,213,60,9.0,1.5
2026-01-18,20:00,Anna Nagar,234,148,213,21,6.7,1.6
2026-01-18,20:00,Adyar,206,147,162,44,7.1,1.1
2026-01-18,20:00,Velachery,243,95,213,30,10.0,2.0
2026-01-18,20:00,Guindy,196,110,181,15,7.2,1.5
2026-01-18,20:00,OMR,279,108,234,45,9.2,1.8
2026-01-18,20:00,Tambaram,227,103,197,30,6.4,1.5
2026-01-18,20:00,Porur,200,165,179,21,5.2,1.3
2026-01-18,20:00,Egmore,245,119,191,54,8.3,2.0
2026-01-19,06:00,Chennai Central,189,165,150,39,6.7,1.2
2026-01-19,06:00,T Nagar,107,169,86,21,3.4,1.0
2026-01-19,06:00,Anna Nagar,169,178,158,11,4.5,1.0
2026-01-19,06:00,Adyar,146,74,121,25,6.9,1.3
2026-01-19,06:00,Velachery,170,72,159,11,7.3,1.5
2026-01-19,06:00,Guindy,164,149,148,16,5.4,1.1
2026-01-19,06:00,OMR,195,158,175,20,5.9,1.3
2026-01-19,06:00,Tambaram,120,145,100,20,3.5,1.0
2026-01-19,06:00,Porur,162,88,148,14,8.2,1.3
2026-01-19,06:00,Egmore,154,190,124,30,3.5,1.0
2026-01-19,08:00,Chennai Central,312,164,284,28,8.6,1.3
2026-01-19,08:00,T Nagar,287,157,268,19,6.9,1.3
2026-01-19,08:00,Anna Nagar,242,159,217,25,5.9,1.6
2026-01-19,08:00,Adyar,139,75,112,27,6.1,1.3
2026-01-19,08:00,Velachery,232,162,217,15,5.7,1.3
2026-01-19,08:00,Guindy,235,97,212,23,9.9,2.0
2026-01-19,08:00,OMR,244,72,227,17,10.6,1.5
2026-01-19,08:00,Tambaram,133,128,118,15,3.2,1.3
2026-01-19,08:00,Porur,221,98,197,24,7.4,1.5
2026-01-19,08:00,Egmore,216,78,174,42,8.0,2.0
2026-01-19,10:00,Chennai Central,127,88,112,15,4.3,1.1
2026-01-19,10:00,T Nagar,152,115,126,26,6.4,1.2
2026-01-19,10:00,Anna Nagar,95,136,82,13,5.4,1.1
2026-01-19,10:00,Adyar,116,104,96,20,6.2,1.2
2026-01-19,10:00,Velachery,198,99,163,35,6.9,1.6
2026-01-19,10:00,Guindy,100,107,90,10,6.2,1.1
2026-01-19,10:00,OMR,110,141,91,19,4.1,1.1
2026-01-19,10:00,Tambaram,109,185,87,22,4.1,1.1
2026-01-19,10:00,Porur,90,131,70,20,5.4,1.1
2026-01-19,10:00,Egmore,130,103,121,9,6.2,1.3
2026-01-19,12:00,Chennai Central,90,115,85,5,3.5,1.0
2026-01-19,12:00,T Nagar,147,161,115,32,6.4,1.0
2026-01-19,12:00,Anna Nagar,69,112,57,12,5.8,1.0
2026-01-19,12:00,Adyar,110,93,91,19,5.9,1.3
2026-01-19,12:00,Velachery,147,95,134,13,6.4,1.3
2026-01-19,12:00,Guindy,166,179,151,15,3.7,1.0
2026-01-19,12:00,OMR,60,103,52,8,3.2,1.1
2026-01-19,12:00,Tambaram,54,88,45,9,5.9,1.0
2026-01-19,12:00,Porur,65,125,55,10,5.2,1.0
2026-01-19,12:00,Egmore,122,121,113,9,3.7,1.1
2026-01-19,14:00,Chennai Central,122,162,113,9,4.6,1.0
2026-01-19,14:00,T Nagar,111,129,93,18,4.1,1.0
2026-01-19,14:00,Anna Nagar,85,148,69,16,3.2,1.1
2026-01-19,14:00,Adyar,52,126,42,10,5.0,1.0
2026-01-19,14:00,Velachery,131,182,103,28,3.0,1.0
2026-01-19,14:00,Guindy,64,130,60,4,3.4,1.0
2026-01-19,14:00,OMR,134,116,123,11,5.4,1.1
2026-01-19,14:00,Tambaram,112,180,89,23,4.2,1.1
2026-01-19,14:00,Porur,118,195,106,12,4.4,1.0
2026-01-19,14:00,Egmore,55,96,51,4,6.1,1.0
2026-01-19,16:00,Chennai Central,128,101,110,18,4.4,1.3
2026-01-19,16:00,T Nagar,217,178,201,16,4.9,1.1
2026-01-19,16:00,Anna Nagar,179,163,155,24,4.9,1.2
2026-01-19,16:00,Adyar,132,142,107,25,5.6,1.0
2026-01-19,16:00,Velachery,193,99,182,11,6.0,1.5
2026-01-19,16:00,Guindy,123,182,98,25,4.0,1.1
2026-01-19,16:00,OMR,90,148,76,14,5.3,1.0
2026-01-19,16:00,Tambaram,95,102,82,13,3.2,1.0
2026-01-19,16:00,Porur,127,138,100,27,3.5,1.0
2026-01-19,16:00,Egmore,154,175,135,19,3.9,1.0
2026-01-19,18:00,Chennai Central,253,149,237,16,6.5,1.3
2026-01-19,18:00,T Nagar,187,131,168,19,6.3,1.3
2026-01-19,18:00,Anna Nagar,223,133,202,21,8.5,1.5
2026-01-19,18:00,Adyar,148,128,118,30,5.2,1.2
2026-01-19,18:00,Velachery,172,112,163,9,4.6,1.3
2026-01-19,18:00,Guindy,256,99,227,29,8.7,2.0
2026-01-19,18:00,OMR,209,114,170,39,6.0,1.6
2026-01-19,18:00,Tambaram,220,75,202,18,8.3,1.8
2026-01-19,18:00,Porur,170,80,140,30,5.5,1.5
2026-01-19,18:00,Egmore,188,104,164,24,5.4,1.5
2026-01-19,20:00,Chennai Central,225,138,211,14,7.7,1.3
2026-01-19,20:00,T Nagar,201,82,186,15,8.4,1.5
2026-01-19,20:00,Anna Nagar,243,160,215,28,7.6,1.3
2026-01-19,20:00,Adyar,238,127,221,17,8.3,1.5
2026-01-19,20:00,Velachery,204,102,180,24,8.6,1.3
2026-01-19,20:00,Guindy,190,120,177,13,6.4,1.6
2026-01-19,20:00,OMR,169,156,157,12,4.1,1.3
2026-01-19,20:00,Tambaram,165,139,136,29,4.9,1.3
2026-01-19,20:00,Porur,148,102,134,14,6.2,1.3
2026-01-19,20:00,Egmore,232,146,213,19,6.2,1.5
2026-01-20,06:00,Chennai Central,152,95,137,15,5.9,1.6
2026-01-20,06:00,T Nagar,206,135,179,27,5.6,1.3
2026-01-20,06:00,Anna Nagar,98,154,91,7,5.7,1.0
2026-01-20,06:00,Adyar,132,158,107,25,6.3,1.1
2026-01-20,06:00,Velachery,157,142,124,33,4.3,1.1
