Date,Time,DateTime,Zone,DayOfWeekNumber,DayOfWeek,Hour,Weather,Temperature_C,Rainfall_mm,Ride_Requests,Available_Vehicles,Expected_Demand,Demand_Supply_Gap
2026-01-05,09:00,2026-01-05 09:00:00,Airport,0,Monday,9,Sunny,25.5,0.0,96,77,99,22
2026-01-05,09:00,2026-01-05 09:00:00,Railway Station,0,Monday,9,Sunny,25.5,0.0,131,138,139,1
2026-01-05,09:00,2026-01-05 09:00:00,IT Park,0,Monday,9,Sunny,25.5,0.0,100,97,99,2
2026-01-05,09:00,2026-01-05 09:00:00,Residential North,0,Monday,9,Sunny,25.5,0.0,61,67,62,-5
2026-01-05,09:00,2026-01-05 09:00:00,Residential South,0,Monday,9,Sunny,25.5,0.0,68,73,70,-3
2026-01-05,09:00,2026-01-05 09:00:00,Shopping District,0,Monday,9,Sunny,25.5,0.0,111,125,114,-11
2026-01-05,09:00,2026-01-05 09:00:00,University Area,0,Monday,9,Sunny,25.5,0.0,113,100,119,19
2026-01-05,09:00,2026-01-05 09:00:00,Industrial Area,0,Monday,9,Sunny,25.5,0.0,81,92,83,-9
2026-01-05,09:00,2026-01-05 09:00:00,Bus Terminal,0,Monday,9,Sunny,25.5,0.0,98,100,104,4
2026-01-05,10:00,2026-01-05 10:00:00,Central Business District,0,Monday,10,Cloudy,30.9,0.0,83,81,88,7
2026-01-05,10:00,2026-01-05 10:00:00,Airport,0,Monday,10,Cloudy,30.9,0.0,70,72,71,-1
2026-01-05,10:00,2026-01-05 10:00:00,Railway Station,0,Monday,10,Cloudy,30.9,0.0,91,111,95,-16
2026-01-05,10:00,2026-01-05 10:00:00,IT Park,0,Monday,10,Cloudy,30.9,0.0,74,77,76,-1
2026-01-05,10:00,2026-01-05 10:00:00,Residential North,0,Monday,10,Cloudy,30.9,0.0,43,42,44,2
2026-01-05,10:00,2026-01-05 10:00:00,Residential South,0,Monday,10,Cloudy,30.9,0.0,40,65,43,-22
2026-01-05,10:00,2026-01-05 10:00:00,Shopping District,0,Monday,10,Cloudy,30.9,0.0,82,79,79,0
2026-01-05,10:00,2026-01-05 10:00:00,University Area,0,Monday,10,Cloudy,30.9,0.0,68,71,69,-2
2026-01-05,10:00,2026-01-05 10:00:00,Industrial Area,0,Monday,10,Cloudy,30.9,0.0,48,55,49,-6
2026-01-05,10:00,2026-01-05 10:00:00,Bus Terminal,0,Monday,10,Cloudy,30.9,0.0,73,79,75,-4
2026-01-05,11:00,2026-01-05 11:00:00,Central Business District,0,Monday,11,Cloudy,29.9,0.9,77,90,81,-9
2026-01-05,11:00,2026-01-05 11:00:00,Airport,0,Monday,11,Cloudy,29.9,0.9,85,88,82,-6
2026-01-05,11:00,2026-01-05 11:00:00,Railway Station,0,Monday,11,Cloudy,29.9,0.9,81,89,83,-6
2026-01-05,11:00,2026-01-05 11:00:00,IT Park,0,Monday,11,Cloudy,29.9,0.9,60,85,62,-23
2026-01-05,11:00,2026-01-05 11:00:00,Residential North,0,Monday,11,Cloudy,29.9,0.9,54,63,55,-8
2026-01-05,11:00,2026-01-05 11:00:00,Residential South,0,Monday,11,Cloudy,29.9,0.9,50,55,52,-3
2026-01-05,11:00,2026-01-05 11:00:00,Shopping District,0,Monday,11,Cloudy,29.9,0.9,80,87,84,-3
2026-01-05,11:00,2026-01-05 11:00:00,University Area,0,Monday,11,Cloudy,29.9,0.9,40,61,39,-22
2026-01-05,11:00,2026-01-05 11:00:00,Industrial Area,0,Monday,11,Cloudy,29.9,0.9,45,68,46,-22
2026-01-05,11:00,2026-01-05 11:00:00,Bus Terminal,0,Monday,11,Cloudy,29.9,0.9,70,77,71,-6
2026-01-05,12:00,2026-01-05 12:00:00,Central Business District,0,Monday,12,Sunny,29.5,0.0,91,101,94,-7
2026-01-05,12:00,2026-01-05 12:00:00,Airport,0,Monday,12,Sunny,29.5,0.0,62,63,66,3
2026-01-05,12:00,2026-01-05 12:00:00,Railway Station,0,Monday,12,Sunny,29.5,0.0,72,85,76,-9
2026-01-05,12:00,2026-01-05 12:00:00,IT Park,0,Monday,12,Sunny,29.5,0.0,61,92,65,-27
2026-01-05,12:00,2026-01-05 12:00:00,Residential North,0,Monday,12,Sunny,29.5,0.0,31,33,32,-1
2026-01-05,12:00,2026-01-05 12:00:00,Residential South,0,Monday,12,Sunny,29.5,0.0,45,47,46,-1
2026-01-05,12:00,2026-01-05 12:00:00,Shopping District,0,Monday,12,Sunny,29.5,0.0,55,57,59,2
2026-01-05,12:00,2026-01-05 12:00:00,University Area,0,Monday,12,Sunny,29.5,0.0,46,52,49,-3
2026-01-05,12:00,2026-01-05 12:00:00,Industrial Area,0,Monday,12,Sunny,29.5,0.0,49,55,50,-5
2026-01-05,12:00,2026-01-05 12:00:00,Bus Terminal,0,Monday,12,Sunny,29.5,0.0,69,76,70,-6
2026-01-05,13:00,2026-01-05 13:00:00,Central Business District,0,Monday,13,Sunny,29.9,0.0,69,85,70,-15
2026-01-05,13:00,2026-01-05 13:00:00,Airport,0,Monday,13,Sunny,29.9,0.0,76,84,79,-5
2026-01-05,13:00,2026-01-05 13:00:00,Railway Station,0,Monday,13,Sunny,29.9,0.0,81,89,85,-4
2026-01-05,13:00,2026-01-05 13:00:00,IT Park,0,Monday,13,Sunny,29.9,0.0,58,69,59,-10
2026-01-05,13:00,2026-01-05 13:00:00,Residential North,0,Monday,13,Sunny,29.9,0.0,40,42,41,-1
2026-01-05,13:00,2026-01-05 13:00:00,Residential South,0,Monday,13,Sunny,29.9,0.0,43,62,44,-18
2026-01-05,13:00,2026-01-05 13:00:00,Shopping District,0,Monday,13,Sunny,29.9,0.0,64,87,65,-22
2026-01-05,13:00,2026-01-05 13:00:00,University Area,0,Monday,13,Sunny,29.9,0.0,54,59,54,-5
2026-01-05,13:00,2026-01-05 13:00:00,Industrial Area,0,Monday,13,Sunny,29.9,0.0,34,46,35,-11
2026-01-05,13:00,2026-01-05 13:00:00,Bus Terminal,0,Monday,13,Sunny,29.9,0.0,60,74,60,-14
2026-01-05,14:00,2026-01-05 14:00:00,Central Business District,0,Monday,14,Sunny,26.7,0.0,88,74,91,17
2026-01-05,14:00,2026-01-05 14:00:00,Airport,0,Monday,14,Sunny,26.7,0.0,59,80,58,-22
2026-01-05,14:00,2026-01-05 14:00:00,Railway Station,0,Monday,14,Sunny,26.7,0.0,100,102,101,-1
2026-01-05,14:00,2026-01-05 14:00:00,IT Park,0,Monday,14,Sunny,26.7,0.0,72,75,70,-5
2026-01-05,14:00,2026-01-05 14:00:00,Residential North,0,Monday,14,Sunny,26.7,0.0,50,60,52,-8
2026-01-05,14:00,2026-01-05 14:00:00,Residential South,0,Monday,14,Sunny,26.7,0.0,47,49,48,-1
2026-01-05,14:00,2026-01-05 14:00:00,Shopping District,0,Monday,14,Sunny,26.7,0.0,66,72,69,-3
2026-01-05,14:00,2026-01-05 14:00:00,University Area,0,Monday,14,Sunny,26.7,0.0,49,56,51,-5
2026-01-05,14:00,2026-01-05 14:00:00,Industrial Area,0,Monday,14,Sunny,26.7,0.0,50,51,53,2
2026-01-05,14:00,2026-01-05 14:00:00,Bus Terminal,0,Monday,14,Sunny,26.7,0.0,54,61,56,-5
2026-01-05,15:00,2026-01-05 15:00:00,Central Business District,0,Monday,15,Cloudy,29.3,0.1,84,84,90,6
2026-01-05,15:00,2026-01-05 15:00:00,Airport,0,Monday,15,Cloudy,29.3,0.1,54,75,56,-19
2026-01-05,15:00,2026-01-05 15:00:00,Railway Station,0,Monday,15,Cloudy,29.3,0.1,77,88,76,-12
2026-01-05,15:00,2026-01-05 15:00:00,IT Park,0,Monday,15,Cloudy,29.3,0.1,83,100,89,-11
2026-01-05,15:00,2026-01-05 15:00:00,Residential North,0,Monday,15,Cloudy,29.3,0.1,36,40,36,-4
2026-01-05,15:00,2026-01-05 15:00:00,Residential South,0,Monday,15,Cloudy,29.3,0.1,47,56,50,-6
2026-01-05,15:00,2026-01-05 15:00:00,Shopping District,0,Monday,15,Cloudy,29.3,0.1,61,71,61,-10
2026-01-05,15:00,2026-01-05 15:00:00,University Area,0,Monday,15,Cloudy,29.3,0.1,58,49,59,10
2026-01-05,15:00,2026-01-05 15:00:00,Industrial Area,0,Monday,15,Cloudy,29.3,0.1,42,56,42,-14
2026-01-05,15:00,2026-01-05 15:00:00,Bus Terminal,0,Monday,15,Cloudy,29.3,0.1,68,71,68,-3
2026-01-05,16:00,2026-01-05 16:00:00,Central Business District,0,Monday,16,Sunny,28.7,0.0,91,100,92,-8
2026-01-05,16:00,2026-01-05 16:00:00,Airport,0,Monday,16,Sunny,28.7,0.0,55,63,53,-10
2026-01-05,16:00,2026-01-05 16:00:00,Railway Station,0,Monday,16,Sunny,28.7,0.0,97,79,104,25
2026-01-05,16:00,2026-01-05 16:00:00,IT Park,0,Monday,16,Sunny,28.7,0.0,65,59,67,8
2026-01-05,16:00,2026-01-05 16:00:00,Residential North,0,Monday,16,Sunny,28.7,0.0,44,53,46,-7
2026-01-05,16:00,2026-01-05 16:00:00,Residential South,0,Monday,16,Sunny,28.7,0.0,40,60,41,-19
2026-01-05,16:00,2026-01-05 16:00:00,Shopping District,0,Monday,16,Sunny,28.7,0.0,51,58,52,-6
2026-01-05,16:00,2026-01-05 16:00:00,University Area,0,Monday,16,Sunny,28.7,0.0,49,58,51,-7
2026-01-05,16:00,2026-01-05 16:00:00,Industrial Area,0,Monday,16,Sunny,28.7,0.0,44,54,44,-10
2026-01-05,16:00,2026-01-05 16:00:00,Bus Terminal,0,Monday,16,Sunny,28.7,0.0,61,64,65,1
2026-01-05,17:00,2026-01-05 17:00:00,Central Business District,0,Monday,17,Sunny,30.3,0.0,133,134,140,6
2026-01-05,17:00,2026-01-05 17:00:00,Airport,0,Monday,17,Sunny,30.3,0.0,89,82,94,12
2026-01-05,17:00,2026-01-05 17:00:00,Railway Station,0,Monday,17,Sunny,30.3,0.0,135,126,149,23
2026-01-05,17:00,2026-01-05 17:00:00,IT Park,0,Monday,17,Sunny,30.3,0.0,118,141,127,-14
2026-01-05,17:00,2026-01-05 17:00:00,Residential North,0,Monday,17,Sunny,30.3,0.0,97,95,99,4
2026-01-05,17:00,2026-01-05 17:00:00,Residential South,0,Monday,17,Sunny,30.3,0.0,76,89,80,-9
2026-01-05,17:00,2026-01-05 17:00:00,Shopping District,0,Monday,17,Sunny,30.3,0.0,88,79,91,12
2026-01-05,17:00,2026-01-05 17:00:00,University Area,0,Monday,17,Sunny,30.3,0.0,106,105,109,4
2026-01-05,17:00,2026-01-05 17:00:00,Industrial Area,0,Monday,17,Sunny,30.3,0.0,72,86,72,-14
2026-01-05,17:00,2026-01-05 17:00:00,Bus Terminal,0,Monday,17,Sunny,30.3,0.0,136,148,143,-5
2026-01-05,18:00,2026-01-05 18:00:00,Central Business District,0,Monday,18,Cloudy,28.7,0.5,140,123,145,22
2026-01-05,18:00,2026-01-05 18:00:00,Airport,0,Monday,18,Cloudy,28.7,0.5,102,109,108,-1
2026-01-05,18:00,2026-01-05 18:00:00,Railway Station,0,Monday,18,Cloudy,28.7,0.5,158,133,170,37
2026-01-05,18:00,2026-01-05 18:00:00,IT Park,0,Monday,18,Cloudy,28.7,0.5,150,158,158,0
2026-01-05,18:00,2026-01-05 18:00:00,Residential North,0,Monday,18,Cloudy,28.7,0.5,72,68,75,7
2026-01-05,18:00,2026-01-05 18:00:00,Residential South,0,Monday,18,Cloudy,28.7,0.5,71,77,72,-5
2026-01-05,18:00,2026-01-05 18:00:00,Shopping District,0,Monday,18,Cloudy,28.7,0.5,124,102,126,24
2026-01-05,18:00,2026-01-05 18:00:00,University Area,0,Monday,18,Cloudy,28.7,0.5,98,93,101,8
2026-01-05,18:00,2026-01-05 18:00:00,Industrial Area,0,Monday,18,Cloudy,28.7,0.5,89,102,91,-11
2026-01-05,18:00,2026-01-05 18:00:00,Bus Terminal,0,Monday,18,Cloudy,28.7,0.5,130,119,134,15
2026-01-05,19:00,2026-01-05 19:00:00,Central Business District,0,Monday,19,Cloudy,27.4,0.1,144,117,146,29
2026-01-05,19:00,2026-01-05 19:00:00,Airport,0,Monday,19,Cloudy,27.4,0.1,105,118,105,-13
2026-01-05,19:00,2026-01-05 19:00:00,Railway Station,0,Monday,19,Cloudy,27.4,0.1,131,141,138,-3
2026-01-05,19:00,2026-01-05 19:00:00,IT Park,0,Monday,19,Cloudy,27.4,0.1,139,156,144,-12
2026-01-05,19:00,2026-01-05 19:00:00,Residential North,0,Monday,19,Cloudy,27.4,0.1,94,80,99,19
2026-01-05,19:00,2026-01-05 19:00:00,Residential South,0,Monday,19,Cloudy,27.4,0.1,70,88,71,-17
2026-01-05,19:00,2026-01-05 19:00:00,Shopping District,0,Monday,19,Cloudy,27.4,0.1,173,212,185,-27
2026-01-05,19:00,2026-01-05 19:00:00,University Area,0,Monday,19,Cloudy,27.4,0.1,112,111,115,4
2026-01-05,19:00,2026-01-05 19:00:00,Industrial Area,0,Monday,19,Cloudy,27.4,0.1,80,69,82,13
2026-01-05,19:00,2026-01-05 19:00:00,Bus Terminal,0,Monday,19,Cloudy,27.4,0.1,128,121,137,16
2026-01-05,20:00,2026-01-05 20:00:00,Central Business District,0,Monday,20,Cloudy,25.4,1.0,144,151,148,-3
2026-01-05,20:00,2026-01-05 20:00:00,Airport,0,Monday,20,Cloudy,25.4,1.0,133,146,133,-13
2026-01-05,20:00,2026-01-05 20:00:00,Railway Station,0,Monday,20,Cloudy,25.4,1.0,122,119,128,9
2026-01-05,20:00,2026-01-05 20:00:00,IT Park,0,Monday,20,Cloudy,25.4,1.0,133,137,139,2
2026-01-05,20:00,2026-01-05 20:00:00,Residential North,0,Monday,20,Cloudy,25.4,1.0,89,116,92,-24
2026-01-05,20:00,2026-01-05 20:00:00,Residential South,0,Monday,20,Cloudy,25.4,1.0,73,74,76,2
2026-01-05,20:00,2026-01-05 20:00:00,Shopping District,0,Monday,20,Cloudy,25.4,1.0,140,106,145,39
2026-01-05,20:00,2026-01-05 20:00:00,University Area,0,Monday,20,Cloudy,25.4,1.0,89,89,90,1
2026-01-05,20:00,2026-01-05 20:00:00,Industrial Area,0,Monday,20,Cloudy,25.4,1.0,64,62,67,5
2026-01-05,20:00,2026-01-05 20:00:00,Bus Terminal,0,Monday,20,Cloudy,25.4,1.0,109,102,115,13
2026-01-05,21:00,2026-01-05 21:00:00,Central Business District,0,Monday,21,Cloudy,30.5,0.3,89,110,89,-21
2026-01-05,21:00,2026-01-05 21:00:00,Airport,0,Monday,21,Cloudy,30.5,0.3,89,86,92,6
2026-01-05,21:00,2026-01-05 21:00:00,Railway Station,0,Monday,21,Cloudy,30.5,0.3,72,66,77,11
2026-01-05,21:00,2026-01-05 21:00:00,IT Park,0,Monday,21,Cloudy,30.5,0.3,101,105,106,1
2026-01-05,21:00,2026-01-05 21:00:00,Residential North,0,Monday,21,Cloudy,30.5,0.3,47,52,49,-3
2026-01-05,21:00,2026-01-05 21:00:00,Residential South,0,Monday,21,Cloudy,30.5,0.3,45,46,46,0
2026-01-05,21:00,2026-01-05 21:00:00,Shopping District,0,Monday,21,Cloudy,30.5,0.3,86,86,86,0
2026-01-05,21:00,2026-01-05 21:00:00,University Area,0,Monday,21,Cloudy,30.5,0.3,47,69,46,-23
2026-01-05,21:00,2026-01-05 21:00:00,Industrial Area,0,Monday,21,Cloudy,30.5,0.3,39,50,39,-11
2026-01-05,21:00,2026-01-05 21:00:00,Bus Terminal,0,Monday,21,Cloudy,30.5,0.3,89,97,91,-6
2026-01-05,22:00,2026-01-05 22:00:00,Central Business District,0,Monday,22,Sunny,30.8,0.0,104,128,104,-24
2026-01-05,22:00,2026-01-05 22:00:00,Airport,0,Monday,22,Sunny,30.8,0.0,86,73,86,13
2026-01-05,22:00,2026-01-05 22:00:00,Railway Station,0,Monday,22,Sunny,30.8,0.0,81,81,81,0
2026-01-05,22:00,2026-01-05 22:00:00,IT Park,0,Monday,22,Sunny,30.8,0.0,115,120,117,-3
2026-01-05,22:00,2026-01-05 22:00:00,Residential North,0,Monday,22,Sunny,30.8,0.0,50,65,52,-13
2026-01-05,22:00,2026-01-05 22:00:00,Residential South,0,Monday,22,Sunny,30.8,0.0,41,36,42,6
2026-01-05,22:00,2026-01-05 22:00:00,Shopping District,0,Monday,22,Sunny,30.8,0.0,65,90,67,-23
2026-01-05,22:00,2026-01-05 22:00:00,University Area,0,Monday,22,Sunny,30.8,0.0,64,73,64,-9
2026-01-05,22:00,2026-01-05 22:00:00,Industrial Area,0,Monday,22,Sunny,30.8,0.0,48,58,49,-9
2026-01-05,22:00,2026-01-05 22:00:00,Bus Terminal,0,Monday,22,Sunny,30.8,0.0,57,73,58,-15
2026-01-05,23:00,2026-01-05 23:00:00,Central Business District,0,Monday,23,Sunny,30.1,0.0,52,61,52,-9
2026-01-05,23:00,2026-01-05 23:00:00,Airport,0,Monday,23,Sunny,30.1,0.0,43,55,45,-10
2026-01-05,23:00,2026-01-05 23:00:00,Railway Station,0,Monday,23,Sunny,30.1,0.0,49,72,49,-23
2026-01-05,23:00,2026-01-05 23:00:00,IT Park,0,Monday,23,Sunny,30.1,0.0,42,35,44,9
2026-01-05,23:00,2026-01-05 23:00:00,Residential North,0,Monday,23,Sunny,30.1,0.0,21,37,21,-16
2026-01-05,23:00,2026-01-05 23:00:00,Residential South,0,Monday,23,Sunny,30.1,0.0,25,38,26,-12
2026-01-05,23:00,2026-01-05 23:00:00,Shopping District,0,Monday,23,Sunny,30.1,0.0,40,60,41,-19
2026-01-05,23:00,2026-01-05 23:00:00,University Area,0,Monday,23,Sunny,30.1,0.0,30,60,30,-30
2026-01-05,23:00,2026-01-05 23:00:00,Industrial Area,0,Monday,23,Sunny,30.1,0.0,23,37,24,-13
2026-01-05,23:00,2026-01-05 23:00:00,Bus Terminal,0,Monday,23,Sunny,30.1,0.0,47,53,49,-4
2026-01-06,00:00,2026-01-06 00:00:00,Central Business District,1,Tuesday,0,Sunny,27.9,0.0,49,56,52,-4
2026-01-06,00:00,2026-01-06 00:00:00,Airport,1,Tuesday,0,Sunny,27.9,0.0,33,47,33,-14
2026-01-06,00:00,2026-01-06 00:00:00,Railway Station,1,Tuesday,0,Sunny,27.9,0.0,33,41,33,-8
2026-01-06,00:00,2026-01-06 00:00:00,IT Park,1,Tuesday,0,Sunny,27.9,0.0,43,55,43,-12
2026-01-06,00:00,2026-01-06 00:00:00,Residential North,1,Tuesday,0,Sunny,27.9,0.0,24,35,25,-10
2026-01-06,00:00,2026-01-06 00:00:00,Residential South,1,Tuesday,0,Sunny,27.9,0.0,20,40,22,-18
2026-01-06,00:00,2026-01-06 00:00:00,Shopping District,1,Tuesday,0,Sunny,27.9,0.0,34,55,35,-20
2026-01-06,00:00,2026-01-06 00:00:00,University Area,1,Tuesday,0,Sunny,27.9,0.0,28,28,28,0
2026-01-06,00:00,2026-01-06 00:00:00,Industrial Area,1,Tuesday,0,Sunny,27.9,0.0,25,48,25,-23
2026-01-06,00:00,2026-01-06 00:00:00,Bus Terminal,1,Tuesday,0,Sunny,27.9,0.0,30,42,31,-11
2026-01-06,01:00,2026-01-06 01:00:00,Central Business District,1,Tuesday,1,Sunny,29.1,0.0,45,52,47,-5
2026-01-06,01:00,2026-01-06 01:00:00,Airport,1,Tuesday,1,Sunny,29.1,0.0,27,36,27,-9
2026-01-06,01:00,2026-01-06 01:00:00,Railway Station,1,Tuesday,1,Sunny,29.1,0.0,50,57,51,-6
2026-01-06,01:00,2026-01-06 01:00:00,IT Park,1,Tuesday,1,Sunny,29.1,0.0,24,53,24,-29
2026-01-06,01:00,2026-01-06 01:00:00,Residential North,1,Tuesday,1,Sunny,29.1,0.0,26,28,26,-2
2026-01-06,01:00,2026-01-06 01:00:00,Residential South,1,Tuesday,1,Sunny,29.1,0.0,17,27,17,-10
2026-01-06,01:00,2026-01-06 01:00:00,Shopping District,1,Tuesday,1,Sunny,29.1,0.0,32,46,35,-11
2026-01-06,01:00,2026-01-06 01:00:00,University Area,1,Tuesday,1,Sunny,29.1,0.0,21,33,21,-12
2026-01-06,01:00,2026-01-06 01:00:00,Industrial Area,1,Tuesday,1,Sunny,29.1,0.0,23,37,25,-12
2026-01-06,01:00,2026-01-06 01:00:00,Bus Terminal,1,Tuesday,1,Sunny,29.1,0.0,32,40,34,-6
2026-01-06,02:00,2026-01-06 02:00:00,Central Business District,1,Tuesday,2,Sunny,28.2,0.0,45,58,45,-13
2026-01-06,02:00,2026-01-06 02:00:00,Airport,1,Tuesday,2,Sunny,28.2,0.0,29,44,30,-14
2026-01-06,02:00,2026-01-06 02:00:00,Railway Station,1,Tuesday,2,Sunny,28.2,0.0,43,51,44,-7
2026-01-06,02:00,2026-01-06 02:00:00,IT Park,1,Tuesday,2,Sunny,28.2,0.0,37,46,38,-8
2026-01-06,02:00,2026-01-06 02:00:00,Residential North,1,Tuesday,2,Sunny,28.2,0.0,17,36,17,-19
2026-01-06,02:00,2026-01-06 02:00:00,Residential South,1,Tuesday,2,Sunny,28.2,0.0,16,32,16,-16
2026-01-06,02:00,2026-01-06 02:00:00,Shopping District,1,Tuesday,2,Sunny,28.2,0.0,32,58,33,-25
2026-01-06,02:00,2026-01-06 02:00:00,University Area,1,Tuesday,2,Sunny,28.2,0.0,15,16,16,0
2026-01-06,02:00,2026-01-06 02:00:00,Industrial Area,1,Tuesday,2,Sunny,28.2,0.0,15,32,16,-16
2026-01-06,02:00,2026-01-06 02:00:00,Bus Terminal,1,Tuesday,2,Sunny,28.2,0.0,25,42,26,-16
2026-01-06,03:00,2026-01-06 03:00:00,Central Business District,1,Tuesday,3,Sunny,28.2,0.0,48,64,51,-13
2026-01-06,03:00,2026-01-06 03:00:00,Airport,1,Tuesday,3,Sunny,28.2,0.0,32,37,32,-5
2026-01-06,03:00,2026-01-06 03:00:00,Railway Station,1,Tuesday,3,Sunny,28.2,0.0,49,48,51,3
2026-01-06,03:00,2026-01-06 03:00:00,IT Park,1,Tuesday,3,Sunny,28.2,0.0,50,51,51,0
2026-01-06,03:00,2026-01-06 03:00:00,Residential North,1,Tuesday,3,Sunny,28.2,0.0,27,36,26,-10
2026-01-06,03:00,2026-01-06 03:00:00,Residential South,1,Tuesday,3,Sunny,28.2,0.0,38,41,38,-3
2026-01-06,03:00,2026-01-06 03:00:00,Shopping District,1,Tuesday,3,Sunny,28.2,0.0,46,61,45,-16
2026-01-06,03:00,2026-01-06 03:00:00,University Area,1,Tuesday,3,Sunny,28.2,0.0,35,32,36,4
2026-01-06,03:00,2026-01-06 03:00:00,Industrial Area,1,Tuesday,3,Sunny,28.2,0.0,27,39,29,-10
2026-01-06,03:00,2026-01-06 03:00:00,Bus Terminal,1,Tuesday,3,Sunny,28.2,0.0,44,63,44,-19
2026-01-06,04:00,2026-01-06 04:00:00,Central Business District,1,Tuesday,4,Cloudy,27.9,0.3,48,67,50,-17
2026-01-06,04:00,2026-01-06 04:00:00,Airport,1,Tuesday,4,Cloudy,27.9,0.3,41,55,42,-13
2026-01-06,04:00,2026-01-06 04:00:00,Railway Station,1,Tuesday,4,Cloudy,27.9,0.3,55,72,54,-18
2026-01-06,04:00,2026-01-06 04:00:00,IT Park,1,Tuesday,4,Cloudy,27.9,0.3,47,80,48,-32
2026-01-06,04:00,2026-01-06 04:00:00,Residential North,1,Tuesday,4,Cloudy,27.9,0.3,29,45,29,-16
2026-01-06,04:00,2026-01-06 04:00:00,Residential South,1,Tuesday,4,Cloudy,27.9,0.3,31,44,32,-12
2026-01-06,04:00,2026-01-06 04:00:00,Shopping District,1,Tuesday,4,Cloudy,27.9,0.3,47,58,50,-8
2026-01-06,04:00,2026-01-06 04:00:00,University Area,1,Tuesday,4,Cloudy,27.9,0.3,33,50,35,-15
2026-01-06,04:00,2026-01-06 04:00:00,Industrial Area,1,Tuesday,4,Cloudy,27.9,0.3,22,27,22,-5
2026-01-06,04:00,2026-01-06 04:00:00,Bus Terminal,1,Tuesday,4,Cloudy,27.9,0.3,32,52,34,-18
2026-01-06,05:00,2026-01-06 05:00:00,Central Business District,1,Tuesday,5,Cloudy,27.2,0.9,49,60,50,-10
2026-01-06,05:00,2026-01-06 05:00:00,Airport,1,Tuesday,5,Cloudy,27.2,0.9,49,73,50,-23
2026-01-06,05:00,2026-01-06 05:00:00,Railway Station,1,Tuesday,5,Cloudy,27.2,0.9,60,73,63,-10
2026-01-06,05:00,2026-01-06 05:00:00,IT Park,1,Tuesday,5,Cloudy,27.2,0.9,36,49,38,-11
2026-01-06,05:00,2026-01-06 05:00:00,Residential North,1,Tuesday,5,Cloudy,27.2,0.9,26,39,27,-12
2026-01-06,05:00,2026-01-06 05:00:00,Residential South,1,Tuesday,5,Cloudy,27.2,0.9,29,48,30,-18
2026-01-06,05:00,2026-01-06 05:00:00,Shopping District,1,Tuesday,5,Cloudy,27.2,0.9,39,39,40,1
2026-01-06,05:00,2026-01-06 05:00:00,University Area,1,Tuesday,5,Cloudy,27.2,0.9,34,42,35,-7
2026-01-06,05:00,2026-01-06 05:00:00,Industrial Area,1,Tuesday,5,Cloudy,27.2,0.9,20,45,21,-24
2026-01-06,05:00,2026-01-06 05:00:00,Bus Terminal,1,Tuesday,5,Cloudy,27.2,0.9,40,51,43,-8
2026-01-06,06:00,2026-01-06 06:00:00,Central Business District,1,Tuesday,6,Sunny,29.0,0.0,42,48,43,-5
2026-01-06,06:00,2026-01-06 06:00:00,Airport,1,Tuesday,6,Sunny,29.0,0.0,54,50,55,5
2026-01-06,06:00,2026-01-06 06:00:00,Railway Station,1,Tuesday,6,Sunny,29.0,0.0,47,64,50,-14
2026-01-06,06:00,2026-01-06 06:00:00,IT Park,1,Tuesday,6,Sunny,29.0,0.0,47,60,50,-10
2026-01-06,06:00,2026-01-06 06:00:00,Residential North,1,Tuesday,6,Sunny,29.0,0.0,30,22,31,9
2026-01-06,06:00,2026-01-06 06:00:00,Residential South,1,Tuesday,6,Sunny,29.0,0.0,27,21,28,7
2026-01-06,06:00,2026-01-06 06:00:00,Shopping District,1,Tuesday,6,Sunny,29.0,0.0,46,45,48,3
2026-01-06,06:00,2026-01-06 06:00:00,University Area,1,Tuesday,6,Sunny,29.0,0.0,28,35,29,-6
2026-01-06,06:00,2026-01-06 06:00:00,Industrial Area,1,Tuesday,6,Sunny,29.0,0.0,20,24,21,-3
2026-01-06,06:00,2026-01-06 06:00:00,Bus Terminal,1,Tuesday,6,Sunny,29.0,0.0,35,58,37,-21
2026-01-06,07:00,2026-01-06 07:00:00,Central Business District,1,Tuesday,7,Cloudy,26.1,0.9,137,129,139,10
2026-01-06,07:00,2026-01-06 07:00:00,Airport,1,Tuesday,7,Cloudy,26.1,0.9,134,147,139,-8
2026-01-06,07:00,2026-01-06 07:00:00,Railway Station,1,Tuesday,7,Cloudy,26.1,0.9,132,117,134,17
2026-01-06,07:00,2026-01-06 07:00:00,IT Park,1,Tuesday,7,Cloudy,26.1,0.9,98,102,103,1
2026-01-06,07:00,2026-01-06 07:00:00,Residential North,1,Tuesday,7,Cloudy,26.1,0.9,71,80,75,-5
2026-01-06,07:00,2026-01-06 07:00:00,Residential South,1,Tuesday,7,Cloudy,26.1,0.9,75,70,76,6
2026-01-06,07:00,2026-01-06 07:00:00,Shopping District,1,Tuesday,7,Cloudy,26.1,0.9,109,116,112,-4
2026-01-06,07:00,2026-01-06 07:00:00,University Area,1,Tuesday,7,Cloudy,26.1,0.9,80,65,81,16
2026-01-06,07:00,2026-01-06 07:00:00,Industrial Area,1,Tuesday,7,Cloudy,26.1,0.9,64,73,67,-6
2026-01-06,07:00,2026-01-06 07:00:00,Bus Terminal,1,Tuesday,7,Cloudy,26.1,0.9,103,105,104,-1
