Date,Time,DateTime,Zone,Demand,Available_Vehicles,Weather,Avg_Delay_Min
2026-01-09,13:00,2026-01-09 13:00:00,Central,251,255,Rain,8.8
2026-01-09,13:00,2026-01-09 13:00:00,North,140,207,Clear,3.9
2026-01-09,13:00,2026-01-09 13:00:00,South,193,220,Cloudy,4.9
2026-01-09,13:00,2026-01-09 13:00:00,East,110,134,Clear,4.8
2026-01-09,13:00,2026-01-09 13:00:00,West,157,173,Clear,5.8
2026-01-09,14:00,2026-01-09 14:00:00,Central,209,273,Clear,3.5
2026-01-09,14:00,2026-01-09 14:00:00,North,156,181,Clear,4.5
2026-01-09,14:00,2026-01-09 14:00:00,South,180,199,Clear,5.3
2026-01-09,14:00,2026-01-09 14:00:00,East,127,153,Clear,7.3
2026-01-09,14:00,2026-01-09 14:00:00,West,122,185,Cloudy,5.1
2026-01-09,15:00,2026-01-09 15:00:00,Central,243,258,Rain,7.8
2026-01-09,15:00,2026-01-09 15:00:00,North,147,202,Rain,10.7
2026-01-09,15:00,2026-01-09 15:00:00,South,168,220,Clear,5.6
2026-01-09,15:00,2026-01-09 15:00:00,East,104,142,Clear,5.5
2026-01-09,15:00,2026-01-09 15:00:00,West,164,167,Cloudy,5.1
2026-01-09,16:00,2026-01-09 16:00:00,Central,219,239,Clear,5.6
2026-01-09,16:00,2026-01-09 16:00:00,North,157,185,Clear,6.2
2026-01-09,16:00,2026-01-09 16:00:00,South,165,205,Clear,8.7
2026-01-09,16:00,2026-01-09 16:00:00,East,131,141,Cloudy,4.3
2026-01-09,16:00,2026-01-09 16:00:00,West,144,176,Cloudy,4.1
2026-01-09,17:00,2026-01-09 17:00:00,Central,348,239,Cloudy,14.5
2026-01-09,17:00,2026-01-09 17:00:00,North,193,161,Clear,4.6
2026-01-09,17:00,2026-01-09 17:00:00,South,309,205,Rain,13.6
2026-01-09,17:00,2026-01-09 17:00:00,East,188,103,Clear,10.5
2026-01-09,17:00,2026-01-09 17:00:00,West,247,124,Rain,15.8
2026-01-09,18:00,2026-01-09 18:00:00,Central,337,217,Cloudy,13.5
2026-01-09,18:00,2026-01-09 18:00:00,North,226,177,Clear,8.2
2026-01-09,18:00,2026-01-09 18:00:00,South,317,186,Clear,12.1
2026-01-09,18:00,2026-01-09 18:00:00,East,159,118,Clear,8.2
2026-01-09,18:00,2026-01-09 18:00:00,West,245,149,Clear,10.5
2026-01-09,19:00,2026-01-09 19:00:00,Central,310,222,Clear,9.0
2026-01-09,19:00,2026-01-09 19:00:00,North,254,138,Rain,15.3
2026-01-09,19:00,2026-01-09 19:00:00,South,263,159,Cloudy,12.9
2026-01-09,19:00,2026-01-09 19:00:00,East,178,114,Clear,8.8
2026-01-09,19:00,2026-01-09 19:00:00,West,277,168,Heavy Rain,22.2
2026-01-09,20:00,2026-01-09 20:00:00,Central,309,249,Clear,10.7
2026-01-09,20:00,2026-01-09 20:00:00,North,228,163,Clear,8.2
2026-01-09,20:00,2026-01-09 20:00:00,South,285,181,Clear,12.1
2026-01-09,20:00,2026-01-09 20:00:00,East,213,135,Clear,8.7
2026-01-09,20:00,2026-01-09 20:00:00,West,208,149,Cloudy,11.3
2026-01-09,21:00,2026-01-09 21:00:00,Central,103,267,Clear,5.3
2026-01-09,21:00,2026-01-09 21:00:00,North,88,172,Cloudy,5.2
2026-01-09,21:00,2026-01-09 21:00:00,South,124,222,Rain,9.4
2026-01-09,21:00,2026-01-09 21:00:00,East,65,136,Cloudy,7.1
2026-01-09,21:00,2026-01-09 21:00:00,West,88,181,Clear,3.9
2026-01-09,22:00,2026-01-09 22:00:00,Central,124,246,Clear,4.9
2026-01-09,22:00,2026-01-09 22:00:00,North,82,180,Clear,4.5
2026-01-09,22:00,2026-01-09 22:00:00,South,93,231,Clear,4.5
2026-01-09,22:00,2026-01-09 22:00:00,East,66,161,Clear,4.7
2026-01-09,22:00,2026-01-09 22:00:00,West,92,164,Rain,8.7
2026-01-09,23:00,2026-01-09 23:00:00,Central,145,249,Rain,11.1
2026-01-09,23:00,2026-01-09 23:00:00,North,89,170,Rain,10.5
2026-01-09,23:00,2026-01-09 23:00:00,South,118,220,Rain,8.1
2026-01-09,23:00,2026-01-09 23:00:00,East,66,138,Cloudy,4.5
2026-01-09,23:00,2026-01-09 23:00:00,West,94,191,Heavy Rain,16.3
2026-01-10,00:00,2026-01-10 00:00:00,Central,139,256,Heavy Rain,16.6
2026-01-10,00:00,2026-01-10 00:00:00,North,67,198,Clear,3.8
2026-01-10,00:00,2026-01-10 00:00:00,South,71,239,Clear,3.7
2026-01-10,00:00,2026-01-10 00:00:00,East,60,142,Clear,2.2
2026-01-10,00:00,2026-01-10 00:00:00,West,56,154,Clear,5.2
2026-01-10,01:00,2026-01-10 01:00:00,Central,107,266,Rain,7.4
2026-01-10,01:00,2026-01-10 01:00:00,North,84,176,Cloudy,6.2
2026-01-10,01:00,2026-01-10 01:00:00,South,58,226,Clear,6.9
2026-01-10,01:00,2026-01-10 01:00:00,East,55,145,Clear,5.1
2026-01-10,01:00,2026-01-10 01:00:00,West,53,182,Rain,11.5
2026-01-10,02:00,2026-01-10 02:00:00,Central,111,275,Rain,5.5
2026-01-10,02:00,2026-01-10 02:00:00,North,85,178,Heavy Rain,15.4
2026-01-10,02:00,2026-01-10 02:00:00,South,85,213,Rain,5.7
2026-01-10,02:00,2026-01-10 02:00:00,East,73,152,Rain,8.3
2026-01-10,02:00,2026-01-10 02:00:00,West,52,176,Cloudy,7.7
2026-01-10,03:00,2026-01-10 03:00:00,Central,97,258,Clear,4.6
2026-01-10,03:00,2026-01-10 03:00:00,North,67,202,Clear,4.1
2026-01-10,03:00,2026-01-10 03:00:00,South,75,211,Clear,5.7
2026-01-10,03:00,2026-01-10 03:00:00,East,60,145,Heavy Rain,14.9
2026-01-10,03:00,2026-01-10 03:00:00,West,75,178,Cloudy,5.2
2026-01-10,04:00,2026-01-10 04:00:00,Central,97,249,Clear,3.0
2026-01-10,04:00,2026-01-10 04:00:00,North,84,189,Clear,5.4
2026-01-10,04:00,2026-01-10 04:00:00,South,66,245,Clear,6.3
2026-01-10,04:00,2026-01-10 04:00:00,East,60,158,Rain,6.7
2026-01-10,04:00,2026-01-10 04:00:00,West,75,181,Rain,6.4
2026-01-10,05:00,2026-01-10 05:00:00,Central,123,265,Heavy Rain,13.4
2026-01-10,05:00,2026-01-10 05:00:00,North,63,165,Clear,3.8
2026-01-10,05:00,2026-01-10 05:00:00,South,81,219,Clear,2.0
2026-01-10,05:00,2026-01-10 05:00:00,East,49,142,Clear,4.8
2026-01-10,05:00,2026-01-10 05:00:00,West,70,175,Cloudy,6.8
2026-01-10,06:00,2026-01-10 06:00:00,Central,95,242,Clear,6.6
2026-01-10,06:00,2026-01-10 06:00:00,North,96,188,Heavy Rain,12.3
2026-01-10,06:00,2026-01-10 06:00:00,South,70,209,Clear,8.8
2026-01-10,06:00,2026-01-10 06:00:00,East,54,168,Clear,5.6
2026-01-10,06:00,2026-01-10 06:00:00,West,75,167,Clear,4.4
2026-01-10,07:00,2026-01-10 07:00:00,Central,215,240,Clear,4.5
2026-01-10,07:00,2026-01-10 07:00:00,North,171,173,Clear,6.6
2026-01-10,07:00,2026-01-10 07:00:00,South,184,182,Clear,2.8
2026-01-10,07:00,2026-01-10 07:00:00,East,101,131,Clear,5.1
2026-01-10,07:00,2026-01-10 07:00:00,West,188,151,Rain,9.4
2026-01-10,08:00,2026-01-10 08:00:00,Central,307,231,Rain,12.0
2026-01-10,08:00,2026-01-10 08:00:00,North,163,169,Clear,4.6
2026-01-10,08:00,2026-01-10 08:00:00,South,181,167,Clear,2.9
2026-01-10,08:00,2026-01-10 08:00:00,East,125,110,Clear,7.2
2026-01-10,08:00,2026-01-10 08:00:00,West,142,134,Cloudy,6.3
2026-01-10,09:00,2026-01-10 09:00:00,Central,199,216,Clear,3.6
2026-01-10,09:00,2026-01-10 09:00:00,North,194,131,Heavy Rain,18.9
2026-01-10,09:00,2026-01-10 09:00:00,South,193,196,Clear,6.5
2026-01-10,09:00,2026-01-10 09:00:00,East,138,116,Cloudy,7.4
2026-01-10,09:00,2026-01-10 09:00:00,West,154,155,Cloudy,5.4
2026-01-10,10:00,2026-01-10 10:00:00,Central,169,276,Clear,4.3
2026-01-10,10:00,2026-01-10 10:00:00,North,152,199,Heavy Rain,12.7
2026-01-10,10:00,2026-01-10 10:00:00,South,135,205,Clear,3.9
2026-01-10,10:00,2026-01-10 10:00:00,East,89,134,Clear,6.1
2026-01-10,10:00,2026-01-10 10:00:00,West,117,174,Clear,3.3
2026-01-10,11:00,2026-01-10 11:00:00,Central,159,268,Clear,5.6
2026-01-10,11:00,2026-01-10 11:00:00,North,154,172,Rain,8.4
2026-01-10,11:00,2026-01-10 11:00:00,South,142,213,Cloudy,5.8
2026-01-10,11:00,2026-01-10 11:00:00,East,103,154,Clear,6.4
2026-01-10,11:00,2026-01-10 11:00:00,West,109,195,Clear,4.4
2026-01-10,12:00,2026-01-10 12:00:00,Central,191,281,Cloudy,6.6
2026-01-10,12:00,2026-01-10 12:00:00,North,135,159,Clear,4.5
2026-01-10,12:00,2026-01-10 12:00:00,South,145,225,Cloudy,6.5
2026-01-10,12:00,2026-01-10 12:00:00,East,113,145,Clear,2.6
2026-01-10,12:00,2026-01-10 12:00:00,West,114,158,Clear,3.3
2026-01-10,13:00,2026-01-10 13:00:00,Central,160,267,Clear,6.1
2026-01-10,13:00,2026-01-10 13:00:00,North,126,191,Clear,4.4
2026-01-10,13:00,2026-01-10 13:00:00,South,147,217,Cloudy,7.8
2026-01-10,13:00,2026-01-10 13:00:00,East,111,115,Cloudy,6.1
2026-01-10,13:00,2026-01-10 13:00:00,West,111,154,Clear,4.2
2026-01-10,14:00,2026-01-10 14:00:00,Central,177,253,Clear,4.2
2026-01-10,14:00,2026-01-10 14:00:00,North,124,156,Clear,8.1
2026-01-10,14:00,2026-01-10 14:00:00,South,149,218,Clear,5.6
2026-01-10,14:00,2026-01-10 14:00:00,East,104,138,Clear,4.4
2026-01-10,14:00,2026-01-10 14:00:00,West,119,173,Clear,6.7
2026-01-10,15:00,2026-01-10 15:00:00,Central,181,266,Cloudy,5.2
2026-01-10,15:00,2026-01-10 15:00:00,North,107,199,Clear,5.5
2026-01-10,15:00,2026-01-10 15:00:00,South,137,226,Clear,6.4
2026-01-10,15:00,2026-01-10 15:00:00,East,121,161,Rain,9.5
2026-01-10,15:00,2026-01-10 15:00:00,West,138,173,Heavy Rain,16.3
2026-01-10,16:00,2026-01-10 16:00:00,Central,186,256,Clear,4.4
2026-01-10,16:00,2026-01-10 16:00:00,North,138,171,Clear,2.0
2026-01-10,16:00,2026-01-10 16:00:00,South,143,226,Rain,7.9
2026-01-10,16:00,2026-01-10 16:00:00,East,124,141,Heavy Rain,11.7
2026-01-10,16:00,2026-01-10 16:00:00,West,124,190,Clear,3.5
2026-01-10,17:00,2026-01-10 17:00:00,Central,289,227,Clear,7.1
2026-01-10,17:00,2026-01-10 17:00:00,North,204,160,Clear,7.2
2026-01-10,17:00,2026-01-10 17:00:00,South,236,184,Clear,7.0
2026-01-10,17:00,2026-01-10 17:00:00,East,165,106,Rain,12.7
2026-01-10,17:00,2026-01-10 17:00:00,West,157,155,Clear,6.1
2026-01-10,18:00,2026-01-10 18:00:00,Central,265,237,Clear,7.4
2026-01-10,18:00,2026-01-10 18:00:00,North,159,163,Clear,7.2
2026-01-10,18:00,2026-01-10 18:00:00,South,211,176,Clear,7.1
2026-01-10,18:00,2026-01-10 18:00:00,East,163,139,Rain,10.8
2026-01-10,18:00,2026-01-10 18:00:00,West,195,128,Clear,9.8
2026-01-10,19:00,2026-01-10 19:00:00,Central,308,233,Cloudy,11.9
2026-01-10,19:00,2026-01-10 19:00:00,North,176,153,Clear,6.8
2026-01-10,19:00,2026-01-10 19:00:00,South,236,183,Rain,12.5
2026-01-10,19:00,2026-01-10 19:00:00,East,171,139,Clear,7.8
2026-01-10,19:00,2026-01-10 19:00:00,West,222,143,Rain,14.5
2026-01-10,20:00,2026-01-10 20:00:00,Central,282,222,Cloudy,9.4
2026-01-10,20:00,2026-01-10 20:00:00,North,182,147,Clear,7.8
2026-01-10,20:00,2026-01-10 20:00:00,South,234,182,Clear,7.2
2026-01-10,20:00,2026-01-10 20:00:00,East,149,134,Cloudy,6.8
2026-01-10,20:00,2026-01-10 20:00:00,West,162,157,Clear,6.0
2026-01-10,21:00,2026-01-10 21:00:00,Central,93,252,Cloudy,7.6
2026-01-10,21:00,2026-01-10 21:00:00,North,70,184,Clear,3.5
2026-01-10,21:00,2026-01-10 21:00:00,South,71,194,Clear,5.6
2026-01-10,21:00,2026-01-10 21:00:00,East,66,142,Rain,9.4
2026-01-10,21:00,2026-01-10 21:00:00,West,69,182,Rain,8.9
2026-01-10,22:00,2026-01-10 22:00:00,Central,93,255,Cloudy,5.1
2026-01-10,22:00,2026-01-10 22:00:00,North,66,182,Clear,3.6
2026-01-10,22:00,2026-01-10 22:00:00,South,82,220,Rain,11.0
2026-01-10,22:00,2026-01-10 22:00:00,East,44,159,Clear,6.7
2026-01-10,22:00,2026-01-10 22:00:00,West,75,173,Cloudy,7.8
2026-01-10,23:00,2026-01-10 23:00:00,Central,130,268,Heavy Rain,13.7
2026-01-10,23:00,2026-01-10 23:00:00,North,62,194,Cloudy,5.7
2026-01-10,23:00,2026-01-10 23:00:00,South,92,211,Rain,10.1
2026-01-10,23:00,2026-01-10 23:00:00,East,42,122,Cloudy,7.6
2026-01-10,23:00,2026-01-10 23:00:00,West,68,179,Rain,9.9
2026-01-11,00:00,2026-01-11 00:00:00,Central,97,259,Clear,5.3
2026-01-11,00:00,2026-01-11 00:00:00,North,76,195,Cloudy,4.6
2026-01-11,00:00,2026-01-11 00:00:00,South,91,196,Clear,5.4
2026-01-11,00:00,2026-01-11 00:00:00,East,52,132,Clear,7.6
2026-01-11,00:00,2026-01-11 00:00:00,West,65,180,Cloudy,5.0
2026-01-11,01:00,2026-01-11 01:00:00,Central,94,279,Cloudy,6.0
2026-01-11,01:00,2026-01-11 01:00:00,North,65,174,Clear,4.6
2026-01-11,01:00,2026-01-11 01:00:00,South,88,204,Rain,8.7
2026-01-11,01:00,2026-01-11 01:00:00,East,54,147,Clear,3.2
2026-01-11,01:00,2026-01-11 01:00:00,West,82,168,Heavy Rain,16.2
2026-01-11,02:00,2026-01-11 02:00:00,Central,104,264,Clear,6.8
2026-01-11,02:00,2026-01-11 02:00:00,North,69,196,Clear,6.4
2026-01-11,02:00,2026-01-11 02:00:00,South,90,197,Clear,4.7
2026-01-11,02:00,2026-01-11 02:00:00,East,49,145,Clear,5.2
2026-01-11,02:00,2026-01-11 02:00:00,West,86,171,Rain,10.4
2026-01-11,03:00,2026-01-11 03:00:00,Central,100,282,Clear,7.0
2026-01-11,03:00,2026-01-11 03:00:00,North,63,176,Clear,3.7
2026-01-11,03:00,2026-01-11 03:00:00,South,89,231,Clear,4.2
2026-01-11,03:00,2026-01-11 03:00:00,East,45,173,Clear,4.6
2026-01-11,03:00,2026-01-11 03:00:00,West,65,169,Clear,7.6
2026-01-11,04:00,2026-01-11 04:00:00,Central,106,255,Cloudy,4.0
2026-01-11,04:00,2026-01-11 04:00:00,North,72,197,Clear,5.6
2026-01-11,04:00,2026-01-11 04:00:00,South,84,209,Clear,4.1
2026-01-11,04:00,2026-01-11 04:00:00,East,70,152,Clear,3.2
2026-01-11,04:00,2026-01-11 04:00:00,West,65,177,Clear,9.2
2026-01-11,05:00,2026-01-11 05:00:00,Central,107,259,Rain,11.1
2026-01-11,05:00,2026-01-11 05:00:00,North,69,216,Cloudy,5.8
2026-01-11,05:00,2026-01-11 05:00:00,South,69,210,Clear,5.9
2026-01-11,05:00,2026-01-11 05:00:00,East,88,152,Heavy Rain,13.4
2026-01-11,05:00,2026-01-11 05:00:00,West,66,177,Clear,3.8
2026-01-11,06:00,2026-01-11 06:00:00,Central,92,270,Clear,4.5
2026-01-11,06:00,2026-01-11 06:00:00,North,70,176,Rain,11.5
2026-01-11,06:00,2026-01-11 06:00:00,South,70,225,Clear,3.6
2026-01-11,06:00,2026-01-11 06:00:00,East,72,151,Heavy Rain,13.4
2026-01-11,06:00,2026-01-11 06:00:00,West,72,183,Clear,6.5
2026-01-11,07:00,2026-01-11 07:00:00,Central,306,220,Rain,12.9
2026-01-11,07:00,2026-01-11 07:00:00,North,178,170,Clear,4.4
2026-01-11,07:00,2026-01-11 07:00:00,South,182,164,Clear,5.3
2026-01-11,07:00,2026-01-11 07:00:00,East,118,109,Clear,5.1
2026-01-11,07:00,2026-01-11 07:00:00,West,161,155,Clear,7.2
2026-01-11,08:00,2026-01-11 08:00:00,Central,209,235,Clear,6.9
2026-01-11,08:00,2026-01-11 08:00:00,North,182,164,Rain,9.8
2026-01-11,08:00,2026-01-11 08:00:00,South,192,200,Clear,5.7
2026-01-11,08:00,2026-01-11 08:00:00,East,137,129,Clear,6.0
2026-01-11,08:00,2026-01-11 08:00:00,West,159,134,Clear,9.2
2026-01-11,09:00,2026-01-11 09:00:00,Central,255,232,Clear,6.4
2026-01-11,09:00,2026-01-11 09:00:00,North,144,182,Cloudy,4.8
2026-01-11,09:00,2026-01-11 09:00:00,South,199,201,Cloudy,6.0
2026-01-11,09:00,2026-01-11 09:00:00,East,136,112,Clear,6.5
2026-01-11,09:00,2026-01-11 09:00:00,West,161,139,Cloudy,7.3
2026-01-11,10:00,2026-01-11 10:00:00,Central,187,254,Cloudy,2.0
2026-01-11,10:00,2026-01-11 10:00:00,North,125,186,Cloudy,4.4
2026-01-11,10:00,2026-01-11 10:00:00,South,138,203,Clear,5.9
2026-01-11,10:00,2026-01-11 10:00:00,East,92,139,Clear,5.4
2026-01-11,10:00,2026-01-11 10:00:00,West,129,167,Cloudy,7.0
2026-01-11,11:00,2026-01-11 11:00:00,Central,154,270,Clear,5.6
2026-01-11,11:00,2026-01-11 11:00:00,North,123,196,Clear,4.7
2026-01-11,11:00,2026-01-11 11:00:00,South,128,226,Clear,6.2
2026-01-11,11:00,2026-01-11 11:00:00,East,106,146,Clear,5.0
2026-01-11,11:00,2026-01-11 11:00:00,West,157,147,Heavy Rain,16.7
2026-01-11,12:00,2026-01-11 12:00:00,Central,146,252,Rain,10.8
2026-01-11,12:00,2026-01-11 12:00:00,North,138,164,Rain,7.5
2026-01-11,12:00,2026-01-11 12:00:00,South,123,218,Clear,4.9
2026-01-11,12:00,2026-01-11 12:00:00,East,107,142,Clear,4.4
2026-01-11,12:00,2026-01-11 12:00:00,West,138,168,Heavy Rain,12.2
2026-01-11,13:00,2026-01-11 13:00:00,Central,166,268,Clear,2.1
2026-01-11,13:00,2026-01-11 13:00:00,North,117,160,Cloudy,5.9
2026-01-11,13:00,2026-01-11 13:00:00,South,144,210,Clear,2.6
2026-01-11,13:00,2026-01-11 13:00:00,East,103,134,Cloudy,5.9
2026-01-11,13:00,2026-01-11 13:00:00,West,128,184,Rain,6.1
2026-01-11,14:00,2026-01-11 14:00:00,Central,167,267,Clear,4.5
2026-01-11,14:00,2026-01-11 14:00:00,North,133,192,Cloudy,5.6
2026-01-11,14:00,2026-01-11 14:00:00,South,139,197,Clear,6.0
2026-01-11,14:00,2026-01-11 14:00:00,East,93,156,Clear,3.4
2026-01-11,14:00,2026-01-11 14:00:00,West,114,176,Cloudy,6.1
2026-01-11,15:00,2026-01-11 15:00:00,Central,191,256,Clear,3.9
2026-01-11,15:00,2026-01-11 15:00:00,North,123,203,Clear,4.7
2026-01-11,15:00,2026-01-11 15:00:00,South,149,227,Rain,9.8
2026-01-11,15:00,2026-01-11 15:00:00,East,89,142,Clear,5.4
2026-01-11,15:00,2026-01-11 15:00:00,West,118,143,Clear,8.8
2026-01-11,16:00,2026-01-11 16:00:00,Central,178,269,Cloudy,5.0
2026-01-11,16:00,2026-01-11 16:00:00,North,121,195,Clear,6.4
2026-01-11,16:00,2026-01-11 16:00:00,South,137,217,Clear,3.4
2026-01-11,16:00,2026-01-11 16:00:00,East,88,144,Clear,2.5
2026-01-11,16:00,2026-01-11 16:00:00,West,109,176,Clear,5.1
2026-01-11,17:00,2026-01-11 17:00:00,Central,296,208,Clear,10.2
2026-01-11,17:00,2026-01-11 17:00:00,North,203,137,Clear,8.2
2026-01-11,17:00,2026-01-11 17:00:00,South,280,173,Heavy Rain,22.3
2026-01-11,17:00,2026-01-11 17:00:00,East,155,114,Clear,9.1
2026-01-11,17:00,2026-01-11 17:00:00,West,217,138,Rain,14.1
2026-01-11,18:00,2026-01-11 18:00:00,Central,261,229,Clear,7.1
2026-01-11,18:00,2026-01-11 18:00:00,North,183,160,Clear,7.2
2026-01-11,18:00,2026-01-11 18:00:00,South,202,161,Clear,7.2
2026-01-11,18:00,2026-01-11 18:00:00,East,142,103,Clear,5.5
2026-01-11,18:00,2026-01-11 18:00:00,West,200,153,Rain,9.5
2026-01-11,19:00,2026-01-11 19:00:00,Central,239,231,Clear,6.8
2026-01-11,19:00,2026-01-11 19:00:00,North,177,154,Clear,4.9
2026-01-11,19:00,2026-01-11 19:00:00,South,292,175,Heavy Rain,23.4
2026-01-11,19:00,2026-01-11 19:00:00,East,155,134,Cloudy,6.5
2026-01-11,19:00,2026-01-11 19:00:00,West,188,165,Rain,12.2
2026-01-11,20:00,2026-01-11 20:00:00,Central,313,212,Rain,15.9
2026-01-11,20:00,2026-01-11 20:00:00,North,208,162,Cloudy,7.8
2026-01-11,20:00,2026-01-11 20:00:00,South,225,171,Cloudy,8.2
2026-01-11,20:00,2026-01-11 20:00:00,East,138,137,Clear,2.0
2026-01-11,20:00,2026-01-11 20:00:00,West,199,154,Cloudy,7.9
2026-01-11,21:00,2026-01-11 21:00:00,Central,110,262,Rain,10.8
2026-01-11,21:00,2026-01-11 21:00:00,North,87,177,Heavy Rain,12.9
2026-01-11,21:00,2026-01-11 21:00:00,South,102,214,Rain,7.9
2026-01-11,21:00,2026-01-11 21:00:00,East,46,155,Cloudy,7.5
2026-01-11,21:00,2026-01-11 21:00:00,West,62,177,Clear,6.9
2026-01-11,22:00,2026-01-11 22:00:00,Central,93,270,Cloudy,7.6
2026-01-11,22:00,2026-01-11 22:00:00,North,70,184,Clear,5.8
2026-01-11,22:00,2026-01-11 22:00:00,South,84,212,Clear,6.2
2026-01-11,22:00,2026-01-11 22:00:00,East,59,137,Rain,8.6
2026-01-11,22:00,2026-01-11 22:00:00,West,75,166,Cloudy,4.9
2026-01-11,23:00,2026-01-11 23:00:00,Central,87,250,Rain,5.9
2026-01-11,23:00,2026-01-11 23:00:00,North,72,157,Clear,4.2
2026-01-11,23:00,2026-01-11 23:00:00,South,89,199,Clear,6.3
2026-01-11,23:00,2026-01-11 23:00:00,East,55,149,Clear,7.8
2026-01-11,23:00,2026-01-11 23:00:00,West,73,177,Clear,8.6
2026-01-12,00:00,2026-01-12 00:00:00,Central,113,259,Clear,3.7
2026-01-12,00:00,2026-01-12 00:00:00,North,65,193,Clear,9.7
2026-01-12,00:00,2026-01-12 00:00:00,South,92,220,Clear,4.7
2026-01-12,00:00,2026-01-12 00:00:00,East,55,154,Clear,3.1
2026-01-12,00:00,2026-01-12 00:00:00,West,79,189,Cloudy,5.7
2026-01-12,01:00,2026-01-12 01:00:00,Central,152,281,Heavy Rain,16.1
2026-01-12,01:00,2026-01-12 01:00:00,North,80,184,Clear,6.2
2026-01-12,01:00,2026-01-12 01:00:00,South,128,188,Heavy Rain,18.1
2026-01-12,01:00,2026-01-12 01:00:00,East,82,148,Heavy Rain,12.6
2026-01-12,01:00,2026-01-12 01:00:00,West,78,202,Clear,3.1
2026-01-12,02:00,2026-01-12 02:00:00,Central,120,247,Clear,5.7
2026-01-12,02:00,2026-01-12 02:00:00,North,92,193,Clear,5.8
2026-01-12,02:00,2026-01-12 02:00:00,South,129,224,Heavy Rain,14.3
2026-01-12,02:00,2026-01-12 02:00:00,East,66,172,Clear,4.0
2026-01-12,02:00,2026-01-12 02:00:00,West,75,186,Cloudy,4.7
2026-01-12,03:00,2026-01-12 03:00:00,Central,121,272,Clear,6.6
2026-01-12,03:00,2026-01-12 03:00:00,North,109,163,Heavy Rain,14.0
2026-01-12,03:00,2026-01-12 03:00:00,South,95,222,Rain,9.5
2026-01-12,03:00,2026-01-12 03:00:00,East,64,154,Clear,5.2
2026-01-12,03:00,2026-01-12 03:00:00,West,87,173,Heavy Rain,14.4
2026-01-12,04:00,2026-01-12 04:00:00,Central,124,257,Rain,6.1
2026-01-12,04:00,2026-01-12 04:00:00,North,87,185,Rain,11.4
2026-01-12,04:00,2026-01-12 04:00:00,South,120,213,Heavy Rain,14.3
2026-01-12,04:00,2026-01-12 04:00:00,East,53,153,Clear,2.7
2026-01-12,04:00,2026-01-12 04:00:00,West,94,175,Cloudy,8.6
2026-01-12,05:00,2026-01-12 05:00:00,Central,139,263,Clear,3.4
2026-01-12,05:00,2026-01-12 05:00:00,North,85,179,Clear,5.7
2026-01-12,05:00,2026-01-12 05:00:00,South,98,214,Clear,3.9
2026-01-12,05:00,2026-01-12 05:00:00,East,81,142,Rain,9.7
2026-01-12,05:00,2026-01-12 05:00:00,West,70,173,Clear,4.5
2026-01-12,06:00,2026-01-12 06:00:00,Central,122,263,Clear,6.2
2026-01-12,06:00,2026-01-12 06:00:00,North,79,175,Clear,5.1
2026-01-12,06:00,2026-01-12 06:00:00,South,118,228,Rain,9.7
2026-01-12,06:00,2026-01-12 06:00:00,East,95,150,Heavy Rain,15.3
2026-01-12,06:00,2026-01-12 06:00:00,West,80,162,Clear,5.4
2026-01-12,07:00,2026-01-12 07:00:00,Central,267,223,Clear,5.3
2026-01-12,07:00,2026-01-12 07:00:00,North,239,134,Heavy Rain,21.9
2026-01-12,07:00,2026-01-12 07:00:00,South,265,165,Clear,9.8
2026-01-12,07:00,2026-01-12 07:00:00,East,204,112,Heavy Rain,19.1
2026-01-12,07:00,2026-01-12 07:00:00,West,202,145,Clear,8.1
2026-01-12,08:00,2026-01-12 08:00:00,Central,303,231,Clear,8.5
2026-01-12,08:00,2026-01-12 08:00:00,North,237,162,Rain,13.8
2026-01-12,08:00,2026-01-12 08:00:00,South,247,176,Clear,8.2
2026-01-12,08:00,2026-01-12 08:00:00,East,154,117,Clear,7.8
2026-01-12,08:00,2026-01-12 08:00:00,West,186,161,Clear,6.7
2026-01-12,09:00,2026-01-12 09:00:00,Central,364,222,Rain,16.5
2026-01-12,09:00,2026-01-12 09:00:00,North,208,169,Cloudy,6.3
2026-01-12,09:00,2026-01-12 09:00:00,South,280,171,Rain,15.0
2026-01-12,09:00,2026-01-12 09:00:00,East,150,124,Cloudy,4.5
2026-01-12,09:00,2026-01-12 09:00:00,West,183,147,Clear,7.0
2026-01-12,10:00,2026-01-12 10:00:00,Central,201,279,Cloudy,4.5
2026-01-12,10:00,2026-01-12 10:00:00,North,145,179,Cloudy,4.5
2026-01-12,10:00,2026-01-12 10:00:00,South,147,226,Cloudy,8.3
2026-01-12,10:00,2026-01-12 10:00:00,East,98,148,Clear,4.3
2026-01-12,10:00,2026-01-12 10:00:00,West,151,158,Rain,10.5
2026-01-12,11:00,2026-01-12 11:00:00,Central,276,258,Heavy Rain,16.3
2026-01-12,11:00,2026-01-12 11:00:00,North,142,155,Cloudy,5.7
2026-01-12,11:00,2026-01-12 11:00:00,South,190,226,Clear,4.5
2026-01-12,11:00,2026-01-12 11:00:00,East,114,141,Cloudy,6.4
2026-01-12,11:00,2026-01-12 11:00:00,West,142,203,Cloudy,7.2
2026-01-12,12:00,2026-01-12 12:00:00,Central,211,279,Clear,6.1
2026-01-12,12:00,2026-01-12 12:00:00,North,148,189,Clear,5.8
2026-01-12,12:00,2026-01-12 12:00:00,South,159,221,Clear,5.0
